,text,tokenized_text,POS_text
804,""" Messi genuinely can't give 2 fvcks about the Ballon d'or "" https://t.co/KoIZCYeJh9 https://t.co/5fd43hQCYu","['', 'Messi', 'genuinely', 'cant', 'give', '2', 'fvcks', 'about', 'the', 'Ballon', 'dor', '', '', '']","[('', 'JJ'), ('Messi', 'NNP'), ('genuinely', 'RB'), ('cant', 'VBP'), ('give', 'JJ'), ('2', 'CD'), ('fvcks', 'NNS'), ('about', 'IN'), ('the', 'DT'), ('Ballon', 'NNP'), ('dor', 'NN'), ('', 'NNP'), ('', 'NNP'), ('', 'NN')]"
805,@BadBarcaOpinion Might put 50 on Messi so I’m happy no matter who wins,"['BadBarcaOpinion', 'Might', 'put', '50', 'on', 'Messi', 'so', 'I', '', 'm', 'happy', 'no', 'matter', 'who', 'wins']","[('BadBarcaOpinion', 'NN'), ('Might', 'NNP'), ('put', 'VBD'), ('50', 'CD'), ('on', 'IN'), ('Messi', 'NNP'), ('so', 'IN'), ('I', 'PRP'), ('', 'VBP'), ('m', 'RB'), ('happy', 'JJ'), ('no', 'DT'), ('matter', 'NN'), ('who', 'WP'), ('wins', 'VBZ')]"
806,"Messi still speaks to Aguero, Alba and Busquets after Barca exit https://t.co/kntInsy4d3 👈👈 details on link 😉 https://t.co/HNzAC4J5Oz","['Messi', 'still', 'speaks', 'to', 'Aguero', '', 'Alba', 'and', 'Busquets', 'after', 'Barca', 'exit', '', '', '', 'details', 'on', 'link', '', '']","[('Messi', 'NNP'), ('still', 'RB'), ('speaks', 'VBZ'), ('to', 'TO'), ('Aguero', 'NNP'), ('', 'NNP'), ('Alba', 'NNP'), ('and', 'CC'), ('Busquets', 'NNP'), ('after', 'IN'), ('Barca', 'NNP'), ('exit', 'NN'), ('', 'NNP'), ('', 'NNP'), ('', 'NNP'), ('details', 'NNS'), ('on', 'IN'), ('link', 'NN'), ('', 'CD'), ('', 'NN')]"
807,"Messi fans are a different breed man, balls won back 😂😂😂😂 https://t.co/PMJaQMStxk https://t.co/jxMF8USMrQ","['Messi', 'fans', 'are', 'a', 'different', 'breed', 'man', '', 'balls', 'won', 'back', '', '', '', '', '']","[('Messi', 'NNP'), ('fans', 'NNS'), ('are', 'VBP'), ('a', 'DT'), ('different', 'JJ'), ('breed', 'NN'), ('man', 'NN'), ('', 'NNP'), ('balls', 'VBZ'), ('won', 'VBD'), ('back', 'RB'), ('', 'JJ'), ('', 'NN'), ('', 'NNP'), ('', 'NNP'), ('', 'NN')]"
808,@James91656096 @DaysSinceMessi @barcacentre For messi fans,"['James91656096', 'DaysSinceMessi', 'barcacentre', 'For', 'messi', 'fans']","[('James91656096', 'NNP'), ('DaysSinceMessi', 'NNP'), ('barcacentre', 'NN'), ('For', 'IN'), ('messi', 'NN'), ('fans', 'NNS')]"
809,@v2mek No wonder Messi and Ronaldo didn't attend 😂😂💔,"['v2mek', 'No', 'wonder', 'Messi', 'and', 'Ronaldo', 'didnt', 'attend', '', '', '']","[('v2mek', 'NN'), ('No', 'DT'), ('wonder', 'NN'), ('Messi', 'NNP'), ('and', 'CC'), ('Ronaldo', 'NNP'), ('didnt', 'VBP'), ('attend', 'VBP'), ('', 'JJ'), ('', 'NNP'), ('', 'NN')]"
810,@KDB2021 we got completely different perceptions of messi's personality then,"['KDB2021', 'we', 'got', 'completely', 'different', 'perceptions', 'of', 'messis', 'personality', 'then']","[('KDB2021', 'NNP'), ('we', 'PRP'), ('got', 'VBD'), ('completely', 'RB'), ('different', 'JJ'), ('perceptions', 'NNS'), ('of', 'IN'), ('messis', 'NN'), ('personality', 'NN'), ('then', 'RB')]"
811,"@Kapil_the_legit @FpsKnights @tuecrf @goal @FCBarcelona @TeamMessi Messi didn't got the referee service VARdrid provided penaldo in the  UCL 2016,17 and 18.","['Kapilthelegit', 'FpsKnights', 'tuecrf', 'goal', 'FCBarcelona', 'TeamMessi', 'Messi', 'didnt', 'got', 'the', 'referee', 'service', 'VARdrid', 'provided', 'penaldo', 'in', 'the', 'UCL', '201617', 'and', '18', '']","[('Kapilthelegit', 'NNP'), ('FpsKnights', 'NNP'), ('tuecrf', 'NN'), ('goal', 'NN'), ('FCBarcelona', 'NNP'), ('TeamMessi', 'NNP'), ('Messi', 'NNP'), ('didnt', 'NN'), ('got', 'VBD'), ('the', 'DT'), ('referee', 'JJ'), ('service', 'NN'), ('VARdrid', 'NNP'), ('provided', 'VBD'), ('penaldo', 'NN'), ('in', 'IN'), ('the', 'DT'), ('UCL', 'NNP'), ('201617', 'CD'), ('and', 'CC'), ('18', 'CD'), ('', 'NN')]"
812,"I Have Never Been Asked To Play For Free At Barcelona, Says Lionel Messi https://t.co/vAnQU2Tp81","['I', 'Have', 'Never', 'Been', 'Asked', 'To', 'Play', 'For', 'Free', 'At', 'Barcelona', '', 'Says', 'Lionel', 'Messi', '']","[('I', 'PRP'), ('Have', 'VBP'), ('Never', 'RB'), ('Been', 'NNP'), ('Asked', 'NNP'), ('To', 'TO'), ('Play', 'VB'), ('For', 'IN'), ('Free', 'NNP'), ('At', 'IN'), ('Barcelona', 'NNP'), ('', 'NNP'), ('Says', 'NNP'), ('Lionel', 'NNP'), ('Messi', 'NNP'), ('', 'NN')]"
813,@Nigerianscamsss Messi is coming up against a bunch of Africans who are working to feed their families.,"['Nigerianscamsss', 'Messi', 'is', 'coming', 'up', 'against', 'a', 'bunch', 'of', 'Africans', 'who', 'are', 'working', 'to', 'feed', 'their', 'families', '']","[('Nigerianscamsss', 'NNP'), ('Messi', 'NNP'), ('is', 'VBZ'), ('coming', 'VBG'), ('up', 'RP'), ('against', 'IN'), ('a', 'DT'), ('bunch', 'NN'), ('of', 'IN'), ('Africans', 'NNPS'), ('who', 'WP'), ('are', 'VBP'), ('working', 'VBG'), ('to', 'TO'), ('feed', 'VB'), ('their', 'PRP$'), ('families', 'NNS'), ('', 'VBP')]"
814,@VibeWithJake @amitrmfc You scrolled through his whole profile to 2020 that’s weird as his obsession with Messi,"['VibeWithJake', 'amitrmfc', 'You', 'scrolled', 'through', 'his', 'whole', 'profile', 'to', '2020', 'that', '', 's', 'weird', 'as', 'his', 'obsession', 'with', 'Messi']","[('VibeWithJake', 'NNP'), ('amitrmfc', 'NN'), ('You', 'PRP'), ('scrolled', 'VBD'), ('through', 'IN'), ('his', 'PRP$'), ('whole', 'JJ'), ('profile', 'NN'), ('to', 'TO'), ('2020', 'CD'), ('that', 'IN'), ('', 'NNP'), ('s', 'JJ'), ('weird', 'NN'), ('as', 'IN'), ('his', 'PRP$'), ('obsession', 'NN'), ('with', 'IN'), ('Messi', 'NNP')]"
815,@Utd_Arnav No Messi plays for Argentina soccer club something,"['UtdArnav', 'No', 'Messi', 'plays', 'for', 'Argentina', 'soccer', 'club', 'something']","[('UtdArnav', 'NNP'), ('No', 'NNP'), ('Messi', 'NNP'), ('plays', 'VBZ'), ('for', 'IN'), ('Argentina', 'NNP'), ('soccer', 'NN'), ('club', 'NN'), ('something', 'NN')]"
816,"@NB_156 @Zayn_Daniel10 @twixstyy @PSGINT_ Messi's top 5 favourite opponents in terms of goals scored in competitive internationals are Ecuador, Bolivia, Uruguay, Chile, and Paraguay, who between them have an average FIFA ranking of 39.3.","['NB156', 'ZaynDaniel10', 'twixstyy', 'PSGINT', 'Messis', 'top', '5', 'favourite', 'opponents', 'in', 'terms', 'of', 'goals', 'scored', 'in', 'competitive', 'internationals', 'are', 'Ecuador', '', 'Bolivia', '', 'Uruguay', '', 'Chile', '', 'and', 'Paraguay', '', 'who', 'between', 'them', 'have', 'an', 'average', 'FIFA', 'ranking', 'of', '393', '']","[('NB156', 'NNP'), ('ZaynDaniel10', 'NNP'), ('twixstyy', 'VBD'), ('PSGINT', 'NNP'), ('Messis', 'NNP'), ('top', 'JJ'), ('5', 'CD'), ('favourite', 'JJ'), ('opponents', 'NNS'), ('in', 'IN'), ('terms', 'NNS'), ('of', 'IN'), ('goals', 'NNS'), ('scored', 'VBN'), ('in', 'IN'), ('competitive', 'JJ'), ('internationals', 'NNS'), ('are', 'VBP'), ('Ecuador', 'NNP'), ('', 'NNP'), ('Bolivia', 'NNP'), ('', 'NNP'), ('Uruguay', 'NNP'), ('', 'NNP'), ('Chile', 'NNP'), ('', 'NNP'), ('and', 'CC'), ('Paraguay', 'NNP'), ('', 'NNP'), ('who', 'WP'), ('between', 'IN'), ('them', 'PRP'), ('have', 'VBP'), ('an', 'DT'), ('average', 'JJ'), ('FIFA', 'NNP'), ('ranking', 'NN'), ('of', 'IN'), ('393', 'CD'), ('', 'NNS')]"
817,"Lionel Messi clearly didn’t prepare to play against Boubacar, Mamadou, Cheick and the rest of the Francophone midfielders in Ligue 1.","['Lionel', 'Messi', 'clearly', 'didn', '', 't', 'prepare', 'to', 'play', 'against', 'Boubacar', '', 'Mamadou', '', 'Cheick', 'and', 'the', 'rest', 'of', 'the', 'Francophone', 'midfielders', 'in', 'Ligue', '1', '']","[('Lionel', 'NNP'), ('Messi', 'NNP'), ('clearly', 'RB'), ('didn', 'VBZ'), ('', 'JJ'), ('t', 'NNS'), ('prepare', 'NN'), ('to', 'TO'), ('play', 'VB'), ('against', 'IN'), ('Boubacar', 'NNP'), ('', 'NNP'), ('Mamadou', 'NNP'), ('', 'NNP'), ('Cheick', 'NNP'), ('and', 'CC'), ('the', 'DT'), ('rest', 'NN'), ('of', 'IN'), ('the', 'DT'), ('Francophone', 'NNP'), ('midfielders', 'NNS'), ('in', 'IN'), ('Ligue', 'NNP'), ('1', 'CD'), ('', 'NN')]"
818,You simply can not hate Messi https://t.co/0EfYOYHijm,"['You', 'simply', 'can', 'not', 'hate', 'Messi', '']","[('You', 'PRP'), ('simply', 'RB'), ('can', 'MD'), ('not', 'RB'), ('hate', 'VB'), ('Messi', 'NNP'), ('', 'NN')]"
819,Ballon D’Or 2021: I’m Sick Of Messi Winning It – Evra Roots For Two Chelsea Players https://t.co/YNafY2R0Ea,"['Ballon', 'D', '', 'Or', '2021', '', 'I', '', 'm', 'Sick', 'Of', 'Messi', 'Winning', 'It', '', 'Evra', 'Roots', 'For', 'Two', 'Chelsea', 'Players', '']","[('Ballon', 'NNP'), ('D', 'NNP'), ('', 'NNP'), ('Or', 'NNP'), ('2021', 'CD'), ('', 'NN'), ('I', 'PRP'), ('', 'VBP'), ('m', 'JJ'), ('Sick', 'NNP'), ('Of', 'IN'), ('Messi', 'NNP'), ('Winning', 'VBG'), ('It', 'PRP'), ('', 'JJ'), ('Evra', 'NNP'), ('Roots', 'NNP'), ('For', 'IN'), ('Two', 'CD'), ('Chelsea', 'NNP'), ('Players', 'NNS'), ('', 'VBP')]"
820,What imagine saying take away CR7 and Messi goals and Assists🤡🤡🤡 https://t.co/emJmwuIkE6,"['What', 'imagine', 'saying', 'take', 'away', 'CR7', 'and', 'Messi', 'goals', 'and', 'Assists', '', '', '', '']","[('What', 'WP'), ('imagine', 'NN'), ('saying', 'VBG'), ('take', 'VB'), ('away', 'RP'), ('CR7', 'NNP'), ('and', 'CC'), ('Messi', 'NNP'), ('goals', 'NNS'), ('and', 'CC'), ('Assists', 'NNS'), ('', 'VBP'), ('', 'JJ'), ('', 'NNP'), ('', 'NN')]"
821,"Not including Ronaldo &amp; Messi, who are the top 5 players of this generation?","['Not', 'including', 'Ronaldo', '', 'Messi', '', 'who', 'are', 'the', 'top', '5', 'players', 'of', 'this', 'generation', '']","[('Not', 'RB'), ('including', 'VBG'), ('Ronaldo', 'NNP'), ('', 'NNP'), ('Messi', 'NNP'), ('', 'NN'), ('who', 'WP'), ('are', 'VBP'), ('the', 'DT'), ('top', 'JJ'), ('5', 'CD'), ('players', 'NNS'), ('of', 'IN'), ('this', 'DT'), ('generation', 'NN'), ('', 'NN')]"
822,@shane70707 @starsalki @PSGhub @sport And so Ronaldo coudlnt cope with the physicality of la Liga as he was always beaten to the Pichichi by Messi or Suarez 😂😂😂,"['shane70707', 'starsalki', 'PSGhub', 'sport', 'And', 'so', 'Ronaldo', 'coudlnt', 'cope', 'with', 'the', 'physicality', 'of', 'la', 'Liga', 'as', 'he', 'was', 'always', 'beaten', 'to', 'the', 'Pichichi', 'by', 'Messi', 'or', 'Suarez', '', '', '']","[('shane70707', 'NN'), ('starsalki', 'NN'), ('PSGhub', 'NNP'), ('sport', 'NN'), ('And', 'CC'), ('so', 'RB'), ('Ronaldo', 'NNP'), ('coudlnt', 'NN'), ('cope', 'NN'), ('with', 'IN'), ('the', 'DT'), ('physicality', 'NN'), ('of', 'IN'), ('la', 'NN'), ('Liga', 'NNP'), ('as', 'IN'), ('he', 'PRP'), ('was', 'VBD'), ('always', 'RB'), ('beaten', 'VBN'), ('to', 'TO'), ('the', 'DT'), ('Pichichi', 'NNP'), ('by', 'IN'), ('Messi', 'NNP'), ('or', 'CC'), ('Suarez', 'NNP'), ('', 'NNP'), ('', 'NNP'), ('', 'NN')]"
823,"@FtblMohz @wehuku1 @YjappzCFC @Kaazz_Mufc Are you fxcking stupid that's like saying take away CR7 and Messi goals and assists, what a moron😂😭😭","['FtblMohz', 'wehuku1', 'YjappzCFC', 'KaazzMufc', 'Are', 'you', 'fxcking', 'stupid', 'thats', 'like', 'saying', 'take', 'away', 'CR7', 'and', 'Messi', 'goals', 'and', 'assists', '', 'what', 'a', 'moron', '', '', '']","[('FtblMohz', 'NNP'), ('wehuku1', 'NN'), ('YjappzCFC', 'NNP'), ('KaazzMufc', 'NNP'), ('Are', 'NNP'), ('you', 'PRP'), ('fxcking', 'VBG'), ('stupid', 'JJ'), ('thats', 'NNS'), ('like', 'IN'), ('saying', 'VBG'), ('take', 'VB'), ('away', 'RP'), ('CR7', 'NNP'), ('and', 'CC'), ('Messi', 'NNP'), ('goals', 'NNS'), ('and', 'CC'), ('assists', 'NNS'), ('', 'VBP'), ('what', 'WP'), ('a', 'DT'), ('moron', 'NN'), ('', 'NN'), ('', 'NNP'), ('', 'NN')]"
824,"@DavisPlayzz @11JRT @KyrenFC @JoseNChill @NepentheZ @MattHDGamer I honestly haven't used him but heard people think he's clunky , is that true cause ppl love messi","['DavisPlayzz', '11JRT', 'KyrenFC', 'JoseNChill', 'NepentheZ', 'MattHDGamer', 'I', 'honestly', 'havent', 'used', 'him', 'but', 'heard', 'people', 'think', 'hes', 'clunky', '', 'is', 'that', 'true', 'cause', 'ppl', 'love', 'messi']","[('DavisPlayzz', 'NNP'), ('11JRT', 'CD'), ('KyrenFC', 'NNP'), ('JoseNChill', 'NNP'), ('NepentheZ', 'NNP'), ('MattHDGamer', 'NNP'), ('I', 'PRP'), ('honestly', 'RB'), ('havent', 'VBP'), ('used', 'VBN'), ('him', 'PRP'), ('but', 'CC'), ('heard', 'VBD'), ('people', 'NNS'), ('think', 'VBP'), ('hes', 'NNS'), ('clunky', 'VBP'), ('', 'NN'), ('is', 'VBZ'), ('that', 'IN'), ('true', 'JJ'), ('cause', 'NN'), ('ppl', 'NN'), ('love', 'NN'), ('messi', 'NN')]"
825,"@KDB2021 how am I hyping him up, Messi has shown a track record of not being that type of guy I seriously doubt he'd ask for the shirt.","['KDB2021', 'how', 'am', 'I', 'hyping', 'him', 'up', '', 'Messi', 'has', 'shown', 'a', 'track', 'record', 'of', 'not', 'being', 'that', 'type', 'of', 'guy', 'I', 'seriously', 'doubt', 'hed', 'ask', 'for', 'the', 'shirt', '']","[('KDB2021', 'NNP'), ('how', 'WRB'), ('am', 'VBP'), ('I', 'PRP'), ('hyping', 'VBG'), ('him', 'PRP'), ('up', 'RP'), ('', 'NN'), ('Messi', 'NNP'), ('has', 'VBZ'), ('shown', 'VBN'), ('a', 'DT'), ('track', 'NN'), ('record', 'NN'), ('of', 'IN'), ('not', 'RB'), ('being', 'VBG'), ('that', 'IN'), ('type', 'NN'), ('of', 'IN'), ('guy', 'NN'), ('I', 'PRP'), ('seriously', 'RB'), ('doubt', 'VB'), ('hed', 'JJ'), ('ask', 'NN'), ('for', 'IN'), ('the', 'DT'), ('shirt', 'NN'), ('', 'NN')]"
826,"Messi deserves the July d’or✅
Benzema deserves the September d’or✅
Salah deserves the october d’or✅

Lewandowski deserves the 2021 Ballon d’or🥇

Know the difference🤫 https://t.co/IKLSdmv7jM","['Messi', 'deserves', 'the', 'July', 'd', '', 'or', '', 'Benzema', 'deserves', 'the', 'September', 'd', '', 'or', '', 'Salah', 'deserves', 'the', 'october', 'd', '', 'or', '', 'Lewandowski', 'deserves', 'the', '2021', 'Ballon', 'd', '', 'or', '', 'Know', 'the', 'difference', '', '']","[('Messi', 'NNP'), ('deserves', 'VBZ'), ('the', 'DT'), ('July', 'NNP'), ('d', 'JJ'), ('', 'NN'), ('or', 'CC'), ('', 'JJ'), ('Benzema', 'NNP'), ('deserves', 'VBZ'), ('the', 'DT'), ('September', 'NNP'), ('d', 'NN'), ('', 'NN'), ('or', 'CC'), ('', 'JJ'), ('Salah', 'NNP'), ('deserves', 'VBZ'), ('the', 'DT'), ('october', 'NNP'), ('d', 'JJ'), ('', 'NN'), ('or', 'CC'), ('', 'JJ'), ('Lewandowski', 'NNP'), ('deserves', 'VBZ'), ('the', 'DT'), ('2021', 'CD'), ('Ballon', 'NNP'), ('d', 'NN'), ('', 'NN'), ('or', 'CC'), ('', 'NN'), ('Know', 'VBP'), ('the', 'DT'), ('difference', 'NN'), ('', 'NNP'), ('', 'NN')]"
827,@tonifcbarca @Utd_Arnav pigue and messi love gronk https://t.co/p16kTfsojW,"['tonifcbarca', 'UtdArnav', 'pigue', 'and', 'messi', 'love', 'gronk', '']","[('tonifcbarca', 'NN'), ('UtdArnav', 'NNP'), ('pigue', 'NN'), ('and', 'CC'), ('messi', 'NN'), ('love', 'VBP'), ('gronk', 'NN'), ('', 'NN')]"
828,@BradyBucGoat messi and ronaldo alone r bigger than that sport lol,"['BradyBucGoat', 'messi', 'and', 'ronaldo', 'alone', 'r', 'bigger', 'than', 'that', 'sport', 'lol']","[('BradyBucGoat', 'NNP'), ('messi', 'NN'), ('and', 'CC'), ('ronaldo', 'VB'), ('alone', 'RB'), ('r', 'NN'), ('bigger', 'JJR'), ('than', 'IN'), ('that', 'DT'), ('sport', 'NN'), ('lol', 'NN')]"
829,"@messilisic10 @TimelineCR7 I love Messi and admire his personality a lot but this is a real fact! He would even get slandered if he scored more goals than expected, sometimes I wonder why his hated so much but Ronaldo doesn’t and will never care about you people so…🥴","['messilisic10', 'TimelineCR7', 'I', 'love', 'Messi', 'and', 'admire', 'his', 'personality', 'a', 'lot', 'but', 'this', 'is', 'a', 'real', 'fact', '', 'He', 'would', 'even', 'get', 'slandered', 'if', 'he', 'scored', 'more', 'goals', 'than', 'expected', '', 'sometimes', 'I', 'wonder', 'why', 'his', 'hated', 'so', 'much', 'but', 'Ronaldo', 'doesn', '', 't', 'and', 'will', 'never', 'care', 'about', 'you', 'people', 'so', '', '']","[('messilisic10', 'NN'), ('TimelineCR7', 'NNP'), ('I', 'PRP'), ('love', 'VBP'), ('Messi', 'NNP'), ('and', 'CC'), ('admire', 'VB'), ('his', 'PRP$'), ('personality', 'NN'), ('a', 'DT'), ('lot', 'NN'), ('but', 'CC'), ('this', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('real', 'JJ'), ('fact', 'NN'), ('', 'IN'), ('He', 'PRP'), ('would', 'MD'), ('even', 'RB'), ('get', 'VB'), ('slandered', 'JJ'), ('if', 'IN'), ('he', 'PRP'), ('scored', 'VBD'), ('more', 'RBR'), ('goals', 'NNS'), ('than', 'IN'), ('expected', 'VBN'), ('', 'JJ'), ('sometimes', 'RB'), ('I', 'PRP'), ('wonder', 'VBP'), ('why', 'WRB'), ('his', 'PRP$'), ('hated', 'VBD'), ('so', 'RB'), ('much', 'JJ'), ('but', 'CC'), ('Ronaldo', 'NNP'), ('doesn', 'VBP'), ('', 'NNP'), ('t', 'NN'), ('and', 'CC'), ('will', 'MD'), ('never', 'RB'), ('care', 'VB'), ('about', 'IN'), ('you', 'PRP'), ('people', 'NNS'), ('so', 'RB'), ('', 'JJ'), ('', 'NN')]"
830,"@Messi_Contract Yup I'd agree on that, hopefully we can build the team in 2 seasons until then under Xavi and be in much better place financially too, a fairytale send off is all I want for my  greatest player of all time 
🤞","['MessiContract', 'Yup', 'Id', 'agree', 'on', 'that', '', 'hopefully', 'we', 'can', 'build', 'the', 'team', 'in', '2', 'seasons', 'until', 'then', 'under', 'Xavi', 'and', 'be', 'in', 'much', 'better', 'place', 'financially', 'too', '', 'a', 'fairytale', 'send', 'off', 'is', 'all', 'I', 'want', 'for', 'my', 'greatest', 'player', 'of', 'all', 'time', '']","[('MessiContract', 'NNP'), ('Yup', 'NNP'), ('Id', 'NNP'), ('agree', 'VBP'), ('on', 'IN'), ('that', 'DT'), ('', 'NNP'), ('hopefully', 'RB'), ('we', 'PRP'), ('can', 'MD'), ('build', 'VB'), ('the', 'DT'), ('team', 'NN'), ('in', 'IN'), ('2', 'CD'), ('seasons', 'NNS'), ('until', 'IN'), ('then', 'RB'), ('under', 'IN'), ('Xavi', 'NNP'), ('and', 'CC'), ('be', 'VB'), ('in', 'IN'), ('much', 'JJ'), ('better', 'JJR'), ('place', 'NN'), ('financially', 'RB'), ('too', 'RB'), ('', 'VBZ'), ('a', 'DT'), ('fairytale', 'JJ'), ('send', 'NN'), ('off', 'NN'), ('is', 'VBZ'), ('all', 'DT'), ('I', 'PRP'), ('want', 'VBP'), ('for', 'IN'), ('my', 'PRP$'), ('greatest', 'JJS'), ('player', 'NN'), ('of', 'IN'), ('all', 'DT'), ('time', 'NN'), ('', 'SYM')]"
831,"@vj_sato Ronaldo na crazy player no fucking cap
But messi no dey play ball like human being🤌🏾","['vjsato', 'Ronaldo', 'na', 'crazy', 'player', 'no', 'fucking', 'cap', 'But', 'messi', 'no', 'dey', 'play', 'ball', 'like', 'human', 'being', '', '']","[('vjsato', 'NN'), ('Ronaldo', 'NNP'), ('na', 'NN'), ('crazy', 'NN'), ('player', 'NN'), ('no', 'DT'), ('fucking', 'JJ'), ('cap', 'NN'), ('But', 'CC'), ('messi', 'VBZ'), ('no', 'DT'), ('dey', 'JJ'), ('play', 'VBP'), ('ball', 'DT'), ('like', 'JJ'), ('human', 'JJ'), ('being', 'VBG'), ('', 'JJ'), ('', 'NN')]"
832,"@simplisticMessi @KingsleyDwomoh4 @jones_active @BarcaWorldwide There were even reports saying that tbose deadwoods Umtiti and company were refusing to take a salary cut😭but yeah ""Messi could have done better"" 😭","['simplisticMessi', 'KingsleyDwomoh4', 'jonesactive', 'BarcaWorldwide', 'There', 'were', 'even', 'reports', 'saying', 'that', 'tbose', 'deadwoods', 'Umtiti', 'and', 'company', 'were', 'refusing', 'to', 'take', 'a', 'salary', 'cut', '', 'but', 'yeah', '', 'Messi', 'could', 'have', 'done', 'better', '', '']","[('simplisticMessi', 'NN'), ('KingsleyDwomoh4', 'NNP'), ('jonesactive', 'JJ'), ('BarcaWorldwide', 'NNP'), ('There', 'EX'), ('were', 'VBD'), ('even', 'RB'), ('reports', 'NNS'), ('saying', 'VBG'), ('that', 'IN'), ('tbose', 'JJ'), ('deadwoods', 'NNS'), ('Umtiti', 'NNP'), ('and', 'CC'), ('company', 'NN'), ('were', 'VBD'), ('refusing', 'VBG'), ('to', 'TO'), ('take', 'VB'), ('a', 'DT'), ('salary', 'JJ'), ('cut', 'NN'), ('', 'NN'), ('but', 'CC'), ('yeah', 'NN'), ('', 'NNP'), ('Messi', 'NNP'), ('could', 'MD'), ('have', 'VB'), ('done', 'VBN'), ('better', 'RBR'), ('', 'JJ'), ('', 'NN')]"
833,"Messi is  greatest player of all time   greatest player of all time ✅⚡ 
.
.
.
________ click on the link ________
https://t.co/ZQzCnJsesC
_________________________________
#ELFSQUAD #YouTubeShorts #football #messi @WeAreMessi @imessi","['Messi', 'is', 'greatest', 'player', 'of', 'all', 'time', 'greatest', 'player', 'of', 'all', 'time', '', '', '', '', 'click', 'on', 'the', 'link', '', '', '', 'ELFSQUAD', 'YouTubeShorts', 'football', 'messi', 'WeAreMessi', 'imessi']","[('Messi', 'NNP'), ('is', 'VBZ'), ('greatest', 'JJS'), ('player', 'NN'), ('of', 'IN'), ('all', 'DT'), ('time', 'NN'), ('greatest', 'JJS'), ('player', 'NN'), ('of', 'IN'), ('all', 'DT'), ('time', 'NN'), ('', 'NNP'), ('', 'NNP'), ('', 'NNP'), ('', 'NNP'), ('click', 'NN'), ('on', 'IN'), ('the', 'DT'), ('link', 'NN'), ('', 'NNP'), ('', 'NNP'), ('', 'NNP'), ('ELFSQUAD', 'NNP'), ('YouTubeShorts', 'NNP'), ('football', 'NN'), ('messi', 'NN'), ('WeAreMessi', 'NNP'), ('imessi', 'NN')]"
834,@BradyBucGoat That is pique and messi plays for Psg😭,"['BradyBucGoat', 'That', 'is', 'pique', 'and', 'messi', 'plays', 'for', 'Psg', '']","[('BradyBucGoat', 'NN'), ('That', 'DT'), ('is', 'VBZ'), ('pique', 'JJ'), ('and', 'CC'), ('messi', 'JJ'), ('plays', 'NNS'), ('for', 'IN'), ('Psg', 'NNP'), ('', 'NN')]"
835,Surprise surprise journalists trying to start drama we don't care bozo messi and pique are good friends. https://t.co/bTh88UVaJD,"['Surprise', 'surprise', 'journalists', 'trying', 'to', 'start', 'drama', 'we', 'dont', 'care', 'bozo', 'messi', 'and', 'pique', 'are', 'good', 'friends', '', '']","[('Surprise', 'NNP'), ('surprise', 'NN'), ('journalists', 'NNS'), ('trying', 'VBG'), ('to', 'TO'), ('start', 'VB'), ('drama', 'NN'), ('we', 'PRP'), ('dont', 'VBP'), ('care', 'JJ'), ('bozo', 'NN'), ('messi', 'NN'), ('and', 'CC'), ('pique', 'NN'), ('are', 'VBP'), ('good', 'JJ'), ('friends', 'NNS'), ('', 'VBP'), ('', 'NN')]"
836,Messi Fans on Twitter are almost like a disease (the bad/annoying Accounts obviously),"['Messi', 'Fans', 'on', 'Twitter', 'are', 'almost', 'like', 'a', 'disease', '', 'the', 'bad', '', 'annoying', 'Accounts', 'obviously', '']","[('Messi', 'NNP'), ('Fans', 'NNS'), ('on', 'IN'), ('Twitter', 'NN'), ('are', 'VBP'), ('almost', 'RB'), ('like', 'IN'), ('a', 'DT'), ('disease', 'NN'), ('', 'VBZ'), ('the', 'DT'), ('bad', 'JJ'), ('', 'NNP'), ('annoying', 'VBG'), ('Accounts', 'NNS'), ('obviously', 'RB'), ('', 'VBP')]"
837,What Lionel Messi sees when he turns on the ball in midfield in Ligue 1 https://t.co/eBlOvty7RB https://t.co/oqeuDcDKqb,"['What', 'Lionel', 'Messi', 'sees', 'when', 'he', 'turns', 'on', 'the', 'ball', 'in', 'midfield', 'in', 'Ligue', '1', '', '']","[('What', 'WP'), ('Lionel', 'NNP'), ('Messi', 'NNP'), ('sees', 'VBZ'), ('when', 'WRB'), ('he', 'PRP'), ('turns', 'VBZ'), ('on', 'IN'), ('the', 'DT'), ('ball', 'NN'), ('in', 'IN'), ('midfield', 'NN'), ('in', 'IN'), ('Ligue', 'NNP'), ('1', 'CD'), ('', 'NNP'), ('', 'NN')]"
838,"Messi still keeps in touch 👇
https://t.co/zObFTi1GMU","['Messi', 'still', 'keeps', 'in', 'touch', '', '']","[('Messi', 'NNP'), ('still', 'RB'), ('keeps', 'VBZ'), ('in', 'IN'), ('touch', 'JJ'), ('', 'NN'), ('', 'NN')]"
