,text,tokenized_text
157,"Retire? It has not crossed my mind, says Lionel Messi Argentine football superstar Lionel Messi says he has not given any thought about retiring after next year's World Cup adding he would love to be Barcelona sporting dire... #Sports by #TimesofIndia https://t.co/HYnnrrZI6M","['Retire', '', 'It', 'has', 'not', 'crossed', 'my', 'mind', '', 'says', 'Lionel', 'Messi', 'Argentine', 'football', 'superstar', 'Lionel', 'Messi', 'says', 'he', 'has', 'not', 'given', 'any', 'thought', 'about', 'retiring', 'after', 'next', 'years', 'World', 'Cup', 'adding', 'he', 'would', 'love', 'to', 'be', 'Barcelona', 'sporting', 'dire', '', 'Sports', 'by', 'TimesofIndia', '']"
158,"@Litro1510 @mvp2011sv @_Futbolero_ I know it was Bartomeu and Rossell's fault and I love Messi as a brother but it's time to heal the club and our finances. Trust in Laporta and in La Masia, our gem","['Litro1510', 'mvp2011sv', 'Futbolero', 'I', 'know', 'it', 'was', 'Bartomeu', 'and', 'Rossells', 'fault', 'and', 'I', 'love', 'Messi', 'as', 'a', 'brother', 'but', 'its', 'time', 'to', 'heal', 'the', 'club', 'and', 'our', 'finances', '', 'Trust', 'in', 'Laporta', 'and', 'in', 'La', 'Masia', '', 'our', 'gem']"
159,@ESPNFC Crazy how he’s arrogant for wanting to leave “PSG and Messi” but now he’s in his “comfort zone.” You’re all sheep. He literally wanted to leave his mf comfort zone but was turned into a diva lmaoooo.,"['ESPNFC', 'Crazy', 'how', 'he', '', 's', 'arrogant', 'for', 'wanting', 'to', 'leave', '', 'PSG', 'and', 'Messi', '', 'but', 'now', 'he', '', 's', 'in', 'his', '', 'comfort', 'zone', '', '', 'You', '', 're', 'all', 'sheep', '', 'He', 'literally', 'wanted', 'to', 'leave', 'his', 'mf', 'comfort', 'zone', 'but', 'was', 'turned', 'into', 'a', 'diva', 'lmaoooo', '']"
160,@yanekstats @Cristiano @barcagalaxy Yes i know and this is just remarkable considering Ronaldo started his career before Messi.,"['yanekstats', 'Cristiano', 'barcagalaxy', 'Yes', 'i', 'know', 'and', 'this', 'is', 'just', 'remarkable', 'considering', 'Ronaldo', 'started', 'his', 'career', 'before', 'Messi', '']"
161,@KiranUTD @Rvisedd @insomniac2jz theres also leaks about messi winning it so😂,"['KiranUTD', 'Rvisedd', 'insomniac2jz', 'theres', 'also', 'leaks', 'about', 'messi', 'winning', 'it', 'so', '']"
162,"@qwertyazertyl2 @Schule7i @goal @FCBarcelona @TeamMessi Messi was deeper after 2013. Difference is Ronnie was less of a forward up to 2005, when he was very young. Messi dropped deep when still an incredible goalscorer. Messi lost out the most","['qwertyazertyl2', 'Schule7i', 'goal', 'FCBarcelona', 'TeamMessi', 'Messi', 'was', 'deeper', 'after', '2013', '', 'Difference', 'is', 'Ronnie', 'was', 'less', 'of', 'a', 'forward', 'up', 'to', '2005', '', 'when', 'he', 'was', 'very', 'young', '', 'Messi', 'dropped', 'deep', 'when', 'still', 'an', 'incredible', 'goalscorer', '', 'Messi', 'lost', 'out', 'the', 'most']"
163,"All Messi see when entering Ligue 1 pitches. 

 https://t.co/i1iCsDX02T https://t.co/9fqkxpBSZ7","['All', 'Messi', 'see', 'when', 'entering', 'Ligue', '1', 'pitches', '', '', '']"
164,‘Laporta’s words hurt me’ – Lionel Messi slams Barcelona president and insists he was never asked to play for free https://t.co/BsVU6Rdsqk,"['', 'Laporta', '', 's', 'words', 'hurt', 'me', '', '', 'Lionel', 'Messi', 'slams', 'Barcelona', 'president', 'and', 'insists', 'he', 'was', 'never', 'asked', 'to', 'play', 'for', 'free', '']"
165,The return of Messi... League 1 eganyeee 🤣🤣🤣🤣🤣 https://t.co/JKxRuYz0PE,"['The', 'return', 'of', 'Messi', '', 'League', '1', 'eganyeee', '', '', '', '']"
166,World ain't ready for Messi the Motivator🔥 https://t.co/IrhmNBZGOq,"['World', 'aint', 'ready', 'for', 'Messi', 'the', 'Motivator', '', '']"
167,"Biggest difference between him and others. Others are crying for the Ballon d’or, he doesn’t care #Lionel Messi https://t.co/iJaD3U8IJq","['Biggest', 'difference', 'between', 'him', 'and', 'others', '', 'Others', 'are', 'crying', 'for', 'the', 'Ballon', 'd', '', 'or', '', 'he', 'doesn', '', 't', 'care', 'Lionel', 'Messi', '']"
168,@PoliticsForAlI Arrest @messi_ greatest player of all time ed @Trix__11,"['PoliticsForAlI', 'Arrest', 'messi', 'greatest', 'player', 'of', 'all', 'time', 'ed', 'Trix11']"
169,"@imroronoazoro @LbKKjlOPEWZOrmE @BarcaUniversal @tjuanmarti you said Messi doesn't understand the politics, thats a statement not an assumption","['imroronoazoro', 'LbKKjlOPEWZOrmE', 'BarcaUniversal', 'tjuanmarti', 'you', 'said', 'Messi', 'doesnt', 'understand', 'the', 'politics', '', 'thats', 'a', 'statement', 'not', 'an', 'assumption']"
170,"Let's show you magic, which one do you like? 🤓

#gogoalshop #football #soccer #soccerjersey #messi #ronaldo https://t.co/sv6kjmvIlI","['Lets', 'show', 'you', 'magic', '', 'which', 'one', 'do', 'you', 'like', '', '', 'gogoalshop', 'football', 'soccer', 'soccerjersey', 'messi', 'ronaldo', '']"
171,@talkfcb_ What do you think of messi words about laporta in his interview.....,"['talkfcb', 'What', 'do', 'you', 'think', 'of', 'messi', 'words', 'about', 'laporta', 'in', 'his', 'interview', '']"
172,@SamuelR75523948 @sportbible It saying messi wanna leave to Barca to work as a secretary after he retire lol,"['SamuelR75523948', 'sportbible', 'It', 'saying', 'messi', 'wanna', 'leave', 'to', 'Barca', 'to', 'work', 'as', 'a', 'secretary', 'after', 'he', 'retire', 'lol']"
173,"@Theorriginal Messi isn’t tackling the ball from other players, he’s not saving shots and Messi isn’t finishing the chances he creates. He’s not doing it all on his own is he then. Yes Barca are struggling without Messi but so are Juventus without Ronaldo so I don’t get your point","['Theorriginal', 'Messi', 'isn', '', 't', 'tackling', 'the', 'ball', 'from', 'other', 'players', '', 'he', '', 's', 'not', 'saving', 'shots', 'and', 'Messi', 'isn', '', 't', 'finishing', 'the', 'chances', 'he', 'creates', '', 'He', '', 's', 'not', 'doing', 'it', 'all', 'on', 'his', 'own', 'is', 'he', 'then', '', 'Yes', 'Barca', 'are', 'struggling', 'without', 'Messi', 'but', 'so', 'are', 'Juventus', 'without', 'Ronaldo', 'so', 'I', 'don', '', 't', 'get', 'your', 'point']"
174,"@EdwinJacob_11 @Nightmonkey828 @PSGhub @PSG_English It could work If messi could play as a role player but I got this as neymar as a role player more of a 5,1,2,2 with mendes and hakimi playing as wide wing backs similar to  Chelsea https://t.co/9H9uO69pR1","['EdwinJacob11', 'Nightmonkey828', 'PSGhub', 'PSGEnglish', 'It', 'could', 'work', 'If', 'messi', 'could', 'play', 'as', 'a', 'role', 'player', 'but', 'I', 'got', 'this', 'as', 'neymar', 'as', 'a', 'role', 'player', 'more', 'of', 'a', '51', '', '22', 'with', 'mendes', 'and', 'hakimi', 'playing', 'as', 'wide', 'wing', 'backs', 'similar', 'to', 'Chelsea', '']"
175,@BarcaWorldwide Messi must win it,"['BarcaWorldwide', 'Messi', 'must', 'win', 'it']"
176,Dribbling Ronaldo &gt;&gt;&gt;&gt;&gt;&gt;&gt; Dribbling Messi.,"['Dribbling', 'Ronaldo', '', '', '', 'Dribbling', 'Messi', '']"
177,"@SelecaoTalk the hypocrisy is the media will make messi stand out for this 

Thomas Tuchel on Neymar Jr https://t.co/y922GpqHMU","['SelecaoTalk', 'the', 'hypocrisy', 'is', 'the', 'media', 'will', 'make', 'messi', 'stand', 'out', 'for', 'this', 'Thomas', 'Tuchel', 'on', 'Neymar', 'Jr', '']"
178,@sportbible Messi is absolutely finished! Pulisic is here to take away his throne! #Puliback We are coming for that ballond'or,"['sportbible', 'Messi', 'is', 'absolutely', 'finished', '', 'Pulisic', 'is', 'here', 'to', 'take', 'away', 'his', 'throne', '', 'Puliback', 'We', 'are', 'coming', 'for', 'that', 'ballondor']"
179,Messi will not kiss the PSG shield in his life 😉👌,"['Messi', 'will', 'not', 'kiss', 'the', 'PSG', 'shield', 'in', 'his', 'life', '', '']"
180,@MessiahMSD Messi =  greatest player of all time ,"['MessiahMSD', 'Messi', '', 'greatest', 'player', 'of', 'all', 'time']"
181,@BlancoAMJ @TotalMessi10i @Schule7i @goal @FCBarcelona @TeamMessi Messi has gold in Olympics and has won the U-21 World's cup then?,"['BlancoAMJ', 'TotalMessi10i', 'Schule7i', 'goal', 'FCBarcelona', 'TeamMessi', 'Messi', 'has', 'gold', 'in', 'Olympics', 'and', 'has', 'won', 'the', 'U', '', '21', 'Worlds', 'cup', 'then', '']"
182,@idoknowball @SaraFCBi He didn't say this bro. Don’t ruin Messi's reputation pls,"['idoknowball', 'SaraFCBi', 'He', 'didnt', 'say', 'this', 'bro', '', 'Don', '', 't', 'ruin', 'Messis', 'reputation', 'pls']"
183,@RafaelH117 You didn't make any comments about messi and laporta. Are you still in Laporta's side?,"['RafaelH117', 'You', 'didnt', 'make', 'any', 'comments', 'about', 'messi', 'and', 'laporta', '', 'Are', 'you', 'still', 'in', 'Laportas', 'side', '']"
184,@SelecaoTalk Neymar or Messi can't replace the work of those.,"['SelecaoTalk', 'Neymar', 'or', 'Messi', 'cant', 'replace', 'the', 'work', 'of', 'those', '']"
185,"@Asserting19 @andyyax @RayM166 @UTDMoh_ How can Messi play in his position when poch instructs him otherwise? 
Being out of form is true but it isn't the only factor","['Asserting19', 'andyyax', 'RayM166', 'UTDMoh', 'How', 'can', 'Messi', 'play', 'in', 'his', 'position', 'when', 'poch', 'instructs', 'him', 'otherwise', '', 'Being', 'out', 'of', 'form', 'is', 'true', 'but', 'it', 'isnt', 'the', 'only', 'factor']"
186,@RahulNjr Messi fans Don't think that. They r Barca fans tbh,"['RahulNjr', 'Messi', 'fans', 'Dont', 'think', 'that', '', 'They', 'r', 'Barca', 'fans', 'tbh']"
187,@sportbible What have PSG become. Mbappe wants to leave. Ramos might leave after not playing at all. And Messi now wants out. Very puzzling.,"['sportbible', 'What', 'have', 'PSG', 'become', '', 'Mbappe', 'wants', 'to', 'leave', '', 'Ramos', 'might', 'leave', 'after', 'not', 'playing', 'at', 'all', '', 'And', 'Messi', 'now', 'wants', 'out', '', 'Very', 'puzzling', '']"
188,@PSGhub @RMCsport Messi doesn't know his body. He keeps playing through injury.,"['PSGhub', 'RMCsport', 'Messi', 'doesnt', 'know', 'his', 'body', '', 'He', 'keeps', 'playing', 'through', 'injury', '']"
189,gooooool d messi,"['gooooool', 'd', 'messi']"
190,All this does is prove that Messi has better PR because no way in hell can someone who has 0 G/A in the league this season be a favorite without it. https://t.co/w3NHNIFHHH,"['All', 'this', 'does', 'is', 'prove', 'that', 'Messi', 'has', 'better', 'PR', 'because', 'no', 'way', 'in', 'hell', 'can', 'someone', 'who', 'has', '0', 'G', '', 'A', 'in', 'the', 'league', 'this', 'season', 'be', 'a', 'favorite', 'without', 'it', '', '']"
191,"@Cuaddu1 @mvp2011sv @_Futbolero_ Indeed, but that was the result of a horrible management of the last president. It was not Messi's fault, and the actual president, did not do everything he could","['Cuaddu1', 'mvp2011sv', 'Futbolero', 'Indeed', '', 'but', 'that', 'was', 'the', 'result', 'of', 'a', 'horrible', 'management', 'of', 'the', 'last', 'president', '', 'It', 'was', 'not', 'Messis', 'fault', '', 'and', 'the', 'actual', 'president', '', 'did', 'not', 'do', 'everything', 'he', 'could']"
192,@goal @FCBarcelona @TeamMessi Im almost certain that ronaldo outscored messi that ucl campaign and won the trophy,"['goal', 'FCBarcelona', 'TeamMessi', 'Im', 'almost', 'certain', 'that', 'ronaldo', 'outscored', 'messi', 'that', 'ucl', 'campaign', 'and', 'won', 'the', 'trophy']"
193,We’ve got the reverse fixture this Sunday coming up as well so looking to make up for them dropped points. Saul is back aswell #Messi #westayundefeated,"['We', '', 've', 'got', 'the', 'reverse', 'fixture', 'this', 'Sunday', 'coming', 'up', 'as', 'well', 'so', 'looking', 'to', 'make', 'up', 'for', 'them', 'dropped', 'points', '', 'Saul', 'is', 'back', 'aswell', 'Messi', 'westayundefeated']"
194,"@NFT_French Our Messi's T-shirt Barca &gt; PSG.

https://t.co/ChyfPFO0I1

Original and limited series.","['NFTFrench', 'Our', 'Messis', 'Tshirt', 'Barca', '', 'PSG', '', '', 'Original', 'and', 'limited', 'series', '']"
195,Why is the UCL trophy bigger than Messi in Pes2020?,"['Why', 'is', 'the', 'UCL', 'trophy', 'bigger', 'than', 'Messi', 'in', 'Pes', '2020', '']"
196,"@RedNBlueVibes @Cule_Cul2_B @Joshua_Ubeku T’es un menteur c’est grave 😂 He is a l’air Henni loves Messi, he said that he is his favorite player 😂😂😂 bro @Cule_Cul2_B what are you saying I’m French also stop 🤥","['RedNBlueVibes', 'CuleCul2B', 'JoshuaUbeku', 'T', '', 'es', 'un', 'menteur', 'c', '', 'est', 'grave', '', 'He', 'is', 'a', 'l', '', 'air', 'Henni', 'loves', 'Messi', '', 'he', 'said', 'that', 'he', 'is', 'his', 'favorite', 'player', '', '', '', 'bro', 'CuleCul2B', 'what', 'are', 'you', 'saying', 'I', '', 'm', 'French', 'also', 'stop', '']"
197,Messi is nothing without possession https://t.co/n81clOlCxz,"['Messi', 'is', 'nothing', 'without', 'possession', '']"
198,@RudraXCR7 @TKOB_30 @zdev016 @jesusR10US @CrewsMat10 Man said better year than Messi😭😭😭,"['RudraXCR7', 'TKOB30', 'zdev016', 'jesusR10US', 'CrewsMat10', 'Man', 'said', 'better', 'year', 'than', 'Messi', '', '', '']"
199,@sujoy_pritam The Pique-Messi thing is new but the division in the dressing ain’t. It’s been Club de Maigos vs the rest (led by Ter Stegen) for a long time,"['sujoypritam', 'The', 'PiqueMessi', 'thing', 'is', 'new', 'but', 'the', 'division', 'in', 'the', 'dressing', 'ain', '', 't', '', 'It', '', 's', 'been', 'Club', 'de', 'Maigos', 'vs', 'the', 'rest', '', 'led', 'by', 'Ter', 'Stegen', '', 'for', 'a', 'long', 'time']"
200,According To Reports: Messi Is Willing To Give Up His Pgs. Career To Move To La Liga 2nd Division To Play Against Eibar Again. #Pessi #Pepsi #Midget https://t.co/wDfxPA4pCD,"['According', 'To', 'Reports', '', 'Messi', 'Is', 'Willing', 'To', 'Give', 'Up', 'His', 'Pgs', '', 'Career', 'To', 'Move', 'To', 'La', 'Liga', '2nd', 'Division', 'To', 'Play', 'Against', 'Eibar', 'Again', '', 'Pessi', 'Pepsi', 'Midget', '']"
201,"""I was never asked to play for free. I was asked to pay my salary with fifty percent. I did that without any problem. That's how I wanted to help Barcelona.

""The president's words were really not okay. They hurt me,” Lionel Messi said.

https://t.co/FBC0bBsJzp","['', 'I', 'was', 'never', 'asked', 'to', 'play', 'for', 'free', '', 'I', 'was', 'asked', 'to', 'pay', 'my', 'salary', 'with', 'fifty', 'percent', '', 'I', 'did', 'that', 'without', 'any', 'problem', '', 'Thats', 'how', 'I', 'wanted', 'to', 'help', 'Barcelona', '', '', 'The', 'presidents', 'words', 'were', 'really', 'not', 'okay', '', 'They', 'hurt', 'me', '', '', 'Lionel', 'Messi', 'said', '', '']"
202,"Some Messi fan's  thinks that MESSI is unhappy at PSG!!😕
I personally don't think soo.... Its just a matter of time..he will be back shining again..he is very happy at Paris 🔴🔵
#PSG https://t.co/ZrgegFq2c6","['Some', 'Messi', 'fans', 'thinks', 'that', 'MESSI', 'is', 'unhappy', 'at', 'PSG', '', '', '', 'I', 'personally', 'dont', 'think', 'soo', '', 'Its', 'just', 'a', 'matter', 'of', 'time', '', 'he', 'will', 'be', 'back', 'shining', 'again', '', 'he', 'is', 'very', 'happy', 'at', 'Paris', '', '', 'PSG', '']"
203,"@tonifcbarca Anyways any soccer accounts I can follow that spread fake news about Messi, Christiano and origi being the  greatest player of all time ?","['tonifcbarca', 'Anyways', 'any', 'soccer', 'accounts', 'I', 'can', 'follow', 'that', 'spread', 'fake', 'news', 'about', 'Messi', '', 'Christiano', 'and', 'origi', 'being', 'the', 'greatest', 'player', 'of', 'all', 'time', '']"
204,"@BabakGolriz Messi subbed off and neymar turned into a beast
Did you even watch the game?","['BabakGolriz', 'Messi', 'subbed', 'off', 'and', 'neymar', 'turned', 'into', 'a', 'beast', 'Did', 'you', 'even', 'watch', 'the', 'game', '']"
205,"Welcome to Lionel GIFs

We will be posting Messi GIFs and photos daily.

RTs and follows are appreciated 🤝 https://t.co/S4NKrnBYnX","['Welcome', 'to', 'Lionel', 'GIFs', 'We', 'will', 'be', 'posting', 'Messi', 'GIFs', 'and', 'photos', 'daily', '', 'RTs', 'and', 'follows', 'are', 'appreciated', '', '']"
206,@sujoy_pritam That also applies to Messi fanboys…but let’s not go there.,"['sujoypritam', 'That', 'also', 'applies', 'to', 'Messi', 'fanboys', '', 'but', 'let', '', 's', 'not', 'go', 'there', '']"
207,@cozmo1x @insomniac2jz @KiranUTD messi is just too good.. lm7,"['cozmo1x', 'insomniac2jz', 'KiranUTD', 'messi', 'is', 'just', 'too', 'good', '', 'lm7']"
208,"@eazyqualtwo Font wouldn’t have been able to convince Messi to stay anyway. Or worse, take the cvc deal.","['eazyqualtwo', 'Font', 'wouldn', '', 't', 'have', 'been', 'able', 'to', 'convince', 'Messi', 'to', 'stay', 'anyway', '', 'Or', 'worse', '', 'take', 'the', 'cvc', 'deal', '']"
209,"@_ibrxhim11_ @FabrizioRomano Messi doesn’t suit his style, Hakimi does and he’s been class, Ramos hasn’t even played yet, Donarumma has been class, Gini doesn’t play and Mendes doesn’t start half the games. Clearly you don’t watch PSG. you can see what Poch wants but the players just can’t adapt","['ibrxhim11', 'FabrizioRomano', 'Messi', 'doesn', '', 't', 'suit', 'his', 'style', '', 'Hakimi', 'does', 'and', 'he', '', 's', 'been', 'class', '', 'Ramos', 'hasn', '', 't', 'even', 'played', 'yet', '', 'Donarumma', 'has', 'been', 'class', '', 'Gini', 'doesn', '', 't', 'play', 'and', 'Mendes', 'doesn', '', 't', 'start', 'half', 'the', 'games', '', 'Clearly', 'you', 'don', '', 't', 'watch', 'PSG', '', 'you', 'can', 'see', 'what', 'Poch', 'wants', 'but', 'the', 'players', 'just', 'can', '', 't', 'adapt']"
210,@fcbyuvi @drKeniAn Messi can't deliver a goal still. Who is dragging and who is carrying a ream is clear. @Yuvi,"['fcbyuvi', 'drKeniAn', 'Messi', 'cant', 'deliver', 'a', 'goal', 'still', '', 'Who', 'is', 'dragging', 'and', 'who', 'is', 'carrying', 'a', 'ream', 'is', 'clear', '', 'Yuvi']"
211,@MessixEra Messi give uh pen ohhh 🤣🤣,"['MessixEra', 'Messi', 'give', 'uh', 'pen', 'ohhh', '', '']"
212,"@SelecaoTalk Matter of role. I know you rate CAM higher, but some inside forward or a striker can be as impactful. Maybe they can't be as creative, but none of those Messi/Ney can hold the ball as Lewa, KB9, can have the heading of Cristiano, the pace of Mbappe or the finishing of Salah.","['SelecaoTalk', 'Matter', 'of', 'role', '', 'I', 'know', 'you', 'rate', 'CAM', 'higher', '', 'but', 'some', 'inside', 'forward', 'or', 'a', 'striker', 'can', 'be', 'as', 'impactful', '', 'Maybe', 'they', 'cant', 'be', 'as', 'creative', '', 'but', 'none', 'of', 'those', 'Messi', '', 'Ney', 'can', 'hold', 'the', 'ball', 'as', 'Lewa', '', 'KB9', '', 'can', 'have', 'the', 'heading', 'of', 'Cristiano', '', 'the', 'pace', 'of', 'Mbappe', 'or', 'the', 'finishing', 'of', 'Salah', '']"
213,@HariFCMessi i don’t care he won the copa that’s all i’ve wanted to see and that’s all messi himself cares about,"['HariFCMessi', 'i', 'don', '', 't', 'care', 'he', 'won', 'the', 'copa', 'that', '', 's', 'all', 'i', '', 've', 'wanted', 'to', 'see', 'and', 'that', '', 's', 'all', 'messi', 'himself', 'cares', 'about']"
214,Bro why do people hate Leo Messi? 😂😂,"['Bro', 'why', 'do', 'people', 'hate', 'Leo', 'Messi', '', '', '']"
215,@Baldretzka @iMiaSanMia @cfbayern @SkySportDE He got more league G/A than Messi this season so they should really pipe down,"['Baldretzka', 'iMiaSanMia', 'cfbayern', 'SkySportDE', 'He', 'got', 'more', 'league', 'G', '', 'A', 'than', 'Messi', 'this', 'season', 'so', 'they', 'should', 'really', 'pipe', 'down']"
216,@goal @FCBarcelona @TeamMessi Now all we have to hope is that Ronaldo retires and we can change the UCL to occur every 3 months for Messi to catch up,"['goal', 'FCBarcelona', 'TeamMessi', 'Now', 'all', 'we', 'have', 'to', 'hope', 'is', 'that', 'Ronaldo', 'retires', 'and', 'we', 'can', 'change', 'the', 'UCL', 'to', 'occur', 'every', '3', 'months', 'for', 'Messi', 'to', 'catch', 'up']"
217,"🎙️ Messi: ""Luis Suarez 🇺🇾 is another type of 9, with different characteristics from Mbappé 🇫🇷"" 

“Luis is more of a scorer than before, as a forward center point. Kylian is more about coming to play, being powerful and killing you with spaces"" https://t.co/wSCVoImJsB","['', '️', 'Messi', '', '', 'Luis', 'Suarez', '', '', 'is', 'another', 'type', 'of', '9', '', 'with', 'different', 'characteristics', 'from', 'Mbappé', '', '', '', '', 'Luis', 'is', 'more', 'of', 'a', 'scorer', 'than', 'before', '', 'as', 'a', 'forward', 'center', 'point', '', 'Kylian', 'is', 'more', 'about', 'coming', 'to', 'play', '', 'being', 'powerful', 'and', 'killing', 'you', 'with', 'spaces', '', '']"
218,"@Litro1510 @mvp2011sv @_Futbolero_ Lewandowski's wage 15 milion, Messi's wage 50 milion. 
I know that Messi is 100x better than Lewa but we have to stop giving monster contracts to players, we should follow Bayern model","['Litro1510', 'mvp2011sv', 'Futbolero', 'Lewandowskis', 'wage', '15', 'milion', '', 'Messis', 'wage', '50', 'milion', '', 'I', 'know', 'that', 'Messi', 'is', '100x', 'better', 'than', 'Lewa', 'but', 'we', 'have', 'to', 'stop', 'giving', 'monster', 'contracts', 'to', 'players', '', 'we', 'should', 'follow', 'Bayern', 'model']"
219,"@PauIP6 @FabrizioRomano mate he got messi, hakimi, ramos, donarumma, gini, mendes etc all in one window","['PauIP6', 'FabrizioRomano', 'mate', 'he', 'got', 'messi', '', 'hakimi', '', 'ramos', '', 'donarumma', '', 'gini', '', 'mendes', 'etc', 'all', 'in', 'one', 'window']"
220,"@MessiMX30i deserved tbf, look how many likes he has/had in that video seems like the standards are different when it’s Messi.","['MessiMX30i', 'deserved', 'tbf', '', 'look', 'how', 'many', 'likes', 'he', 'has', '', 'had', 'in', 'that', 'video', 'seems', 'like', 'the', 'standards', 'are', 'different', 'when', 'it', '', 's', 'Messi', '']"
221,@PranabKar15 I don't see the thing improving then. We have another fucking Intl break and that too against Brazil and Uruguay away  then after that directly against City at Ethiad. Messi stocks will be at all time low,"['PranabKar15', 'I', 'dont', 'see', 'the', 'thing', 'improving', 'then', '', 'We', 'have', 'another', 'fucking', 'Intl', 'break', 'and', 'that', 'too', 'against', 'Brazil', 'and', 'Uruguay', 'away', 'then', 'after', 'that', 'directly', 'against', 'City', 'at', 'Ethiad', '', 'Messi', 'stocks', 'will', 'be', 'at', 'all', 'time', 'low']"
222,"@Joevar_A @Narek_RMA1 Messi has most consecutive matches' goals, takes ava 4.96 shots to a goal (ronaldo is 6.64), more goals vs top 3, top 4, top 5 and top 6 (of the league) than ronaldo","['JoevarA', 'NarekRMA1', 'Messi', 'has', 'most', 'consecutive', 'matches', '', 'goals', '', 'takes', 'ava', '496', 'shots', 'to', 'a', 'goal', '', 'ronaldo', 'is', '664', '', '', 'more', 'goals', 'vs', 'top', '3', '', 'top', '4', '', 'top', '5', 'and', 'top', '6', '', 'of', 'the', 'league', '', 'than', 'ronaldo']"
223,@shane70707 @GFFN @guardian Messi is nothing of a diva,"['shane70707', 'GFFN', 'guardian', 'Messi', 'is', 'nothing', 'of', 'a', 'diva']"
224,@AnfieldWatch I was at the game in line with the shot. Crooks is talking absolute bollocks as usual. He doesn't look up once...he just hits it. If it was meant then it was a screamer but do t tell me he meant it with that much precision required! Idiot! Even Messi wouldn't have tried that,"['AnfieldWatch', 'I', 'was', 'at', 'the', 'game', 'in', 'line', 'with', 'the', 'shot', '', 'Crooks', 'is', 'talking', 'absolute', 'bollocks', 'as', 'usual', '', 'He', 'doesnt', 'look', 'up', 'once', '', 'he', 'just', 'hits', 'it', '', 'If', 'it', 'was', 'meant', 'then', 'it', 'was', 'a', 'screamer', 'but', 'do', 't', 'tell', 'me', 'he', 'meant', 'it', 'with', 'that', 'much', 'precision', 'required', '', 'Idiot', '', 'Even', 'Messi', 'wouldnt', 'have', 'tried', 'that']"
225,Messi said dem AFCON niggas got it 🤣🤣🤣🤣🤣,"['Messi', 'said', 'dem', 'AFCON', 'niggas', 'got', 'it', '', '', '']"
226,Lionel Messi confirms plans to move back to Barcelona https://t.co/QxypABDbNP,"['Lionel', 'Messi', 'confirms', 'plans', 'to', 'move', 'back', 'to', 'Barcelona', '']"
227,"@DaveTurkson @Arianocfc @JohyanCruyff @AlexGoldberg_ And what if he can't get those lemons cos they don't want to play for him? Then that becomes an issue with him. I could want Messi, Modric, and Dani Alves. Doesn't mean they want to play for me","['DaveTurkson', 'Arianocfc', 'JohyanCruyff', 'AlexGoldberg', 'And', 'what', 'if', 'he', 'cant', 'get', 'those', 'lemons', 'cos', 'they', 'dont', 'want', 'to', 'play', 'for', 'him', '', 'Then', 'that', 'becomes', 'an', 'issue', 'with', 'him', '', 'I', 'could', 'want', 'Messi', '', 'Modric', '', 'and', 'Dani', 'Alves', '', 'Doesnt', 'mean', 'they', 'want', 'to', 'play', 'for', 'me']"
228,"No player can be 100% all the time, but Neymar is like that almost all the time, 95% I would say.  Only Cristiano and Messi can claim better. https://t.co/J1IR3rSRmh","['No', 'player', 'can', 'be', '100', '', 'all', 'the', 'time', '', 'but', 'Neymar', 'is', 'like', 'that', 'almost', 'all', 'the', 'time', '', '95', '', 'I', 'would', 'say', '', 'Only', 'Cristiano', 'and', 'Messi', 'can', 'claim', 'better', '', '']"
229,@tonifcbarca @carothehybrid @MbappeEra3 Respect Serena she has a bigger legacy than Messi,"['tonifcbarca', 'carothehybrid', 'MbappeEra3', 'Respect', 'Serena', 'she', 'has', 'a', 'bigger', 'legacy', 'than', 'Messi']"
230,@SpicerQQ You concluding anything after 595’ played by Messi this season shows your understanding of football,"['SpicerQQ', 'You', 'concluding', 'anything', 'after', '595', '', 'played', 'by', 'Messi', 'this', 'season', 'shows', 'your', 'understanding', 'of', 'football']"
231,‘Laporta’s words hurt me’ – Lionel Messi slams Barcelona president and insists he was never asked to play for free https://t.co/3aunKO7kU2,"['', 'Laporta', '', 's', 'words', 'hurt', 'me', '', '', 'Lionel', 'Messi', 'slams', 'Barcelona', 'president', 'and', 'insists', 'he', 'was', 'never', 'asked', 'to', 'play', 'for', 'free', '']"
232,"Wallahi it ain’t hard to understand that they expected the audit numbers to be 2.5x lower then it was. Laporta couldn’t do anything, trust me when I say he wants Messi at Barca more then we do. https://t.co/D0dsj24EXI","['Wallahi', 'it', 'ain', '', 't', 'hard', 'to', 'understand', 'that', 'they', 'expected', 'the', 'audit', 'numbers', 'to', 'be', '25', 'x', 'lower', 'then', 'it', 'was', '', 'Laporta', 'couldn', '', 't', 'do', 'anything', '', 'trust', 'me', 'when', 'I', 'say', 'he', 'wants', 'Messi', 'at', 'Barca', 'more', 'then', 'we', 'do', '', '']"
233,@shauray3ii I’m confused you don’t like both Messi and Ronaldo?,"['shauray3ii', 'I', '', 'm', 'confused', 'you', 'don', '', 't', 'like', 'both', 'Messi', 'and', 'Ronaldo', '']"
234,@HariFCMessi Remember he won Copa America. And that Messi don't care about the Ballon dor Only the fans do,"['HariFCMessi', 'Remember', 'he', 'won', 'Copa', 'America', '', 'And', 'that', 'Messi', 'dont', 'care', 'about', 'the', 'Ballon', 'dor', 'Only', 'the', 'fans', 'do']"
