,text,tokenized_text
621,@SeyaFCB I've never disrespected Barca. I love both Barca and messi. Just to rattle some twitter accounts you are slandering messi. Immature,"['SeyaFCB', 'Ive', 'never', 'disrespected', 'Barca', '', 'I', 'love', 'both', 'Barca', 'and', 'messi', '', 'Just', 'to', 'rattle', 'some', 'twitter', 'accounts', 'you', 'are', 'slandering', 'messi', '', 'Immature']"
622,messi wants to go back to barca because hes ass in Uber Eats lmaoo,"['messi', 'wants', 'to', 'go', 'back', 'to', 'barca', 'because', 'hes', 'ass', 'in', 'Uber', 'Eats', 'lmaoo']"
623,@BlancoLottin @MischiefRonnie @desigrizzly Yet had a better team tho he didn't win the golden boot in the year Messi scored 92 goals did he,"['BlancoLottin', 'MischiefRonnie', 'desigrizzly', 'Yet', 'had', 'a', 'better', 'team', 'tho', 'he', 'didnt', 'win', 'the', 'golden', 'boot', 'in', 'the', 'year', 'Messi', 'scored', '92', 'goals', 'did', 'he']"
624,"@Sharym7iiiiii @KieranCFC88 @edsonsa79718631 @easyWsOnly @Youssef51307395 @mateopasagali @FCBDynamite_ @TotalMaestro @MessiIizer Neither do I care if Ronaldo is a man utd legend
I appreciate him
But I love Messi 😎
So, go please yourself https://t.co/ydETMQJg0v","['Sharym7iiiiii', 'KieranCFC88', 'edsonsa79718631', 'easyWsOnly', 'Youssef51307395', 'mateopasagali', 'FCBDynamite', 'TotalMaestro', 'MessiIizer', 'Neither', 'do', 'I', 'care', 'if', 'Ronaldo', 'is', 'a', 'man', 'utd', 'legend', 'I', 'appreciate', 'him', 'But', 'I', 'love', 'Messi', '', 'So', '', 'go', 'please', 'yourself', '']"
625,@KieranCFC88 @s__avvy @edsonsa79718631 @easyWsOnly @Youssef51307395 @mateopasagali @FCBDynamite_ @TotalMaestro @MessiIizer Imagine a barca fan praising ronaldo and slandering Messi daily,"['KieranCFC88', 'savvy', 'edsonsa79718631', 'easyWsOnly', 'Youssef51307395', 'mateopasagali', 'FCBDynamite', 'TotalMaestro', 'MessiIizer', 'Imagine', 'a', 'barca', 'fan', 'praising', 'ronaldo', 'and', 'slandering', 'Messi', 'daily']"
626,"@EdwinJacob_11 @Fated_Freedom @PSGhub @PSG_English In my formation Messi and Ney perform basically as creative wingers 
So its like they both can drop back to create play .","['EdwinJacob11', 'FatedFreedom', 'PSGhub', 'PSGEnglish', 'In', 'my', 'formation', 'Messi', 'and', 'Ney', 'perform', 'basically', 'as', 'creative', 'wingers', 'So', 'its', 'like', 'they', 'both', 'can', 'drop', 'back', 'to', 'create', 'play', '']"
627,"@HariFCMessi Look Ballon D'or wasn't Messi's goal, all he wanted was the Copa America and he got it. His next goals are another UCL and possibly WC; it's only Messi fans who wants him to win 7th. Call it their love or self interest. So if he doesn't win, no big deal. We get to see the  greatest player of all time ","['HariFCMessi', 'Look', 'Ballon', 'Dor', 'wasnt', 'Messis', 'goal', '', 'all', 'he', 'wanted', 'was', 'the', 'Copa', 'America', 'and', 'he', 'got', 'it', '', 'His', 'next', 'goals', 'are', 'another', 'UCL', 'and', 'possibly', 'WC', '', 'its', 'only', 'Messi', 'fans', 'who', 'wants', 'him', 'to', 'win', '7th', '', 'Call', 'it', 'their', 'love', 'or', 'self', 'interest', '', 'So', 'if', 'he', 'doesnt', 'win', '', 'no', 'big', 'deal', '', 'We', 'get', 'to', 'see', 'the', 'greatest', 'player', 'of', 'all', 'time']"
628,"@Fated_Freedom @Nightmonkey828 @PSGhub @PSG_English What about Messi and Di Maria as AMs, and Neymar and Mbappe as strikers","['FatedFreedom', 'Nightmonkey828', 'PSGhub', 'PSGEnglish', 'What', 'about', 'Messi', 'and', 'Di', 'Maria', 'as', 'AMs', '', 'and', 'Neymar', 'and', 'Mbappe', 'as', 'strikers']"
629,@TarHeelNationKP @PrantoUs @WarOcean1 @ESPNFC These mesi fans call him bad coach just cz messi isn't scoring😭😭😭psg are playing superb in ligue 1 and ucl,"['TarHeelNationKP', 'PrantoUs', 'WarOcean1', 'ESPNFC', 'These', 'mesi', 'fans', 'call', 'him', 'bad', 'coach', 'just', 'cz', 'messi', 'isnt', 'scoring', '', '', '', 'psg', 'are', 'playing', 'superb', 'in', 'ligue', '1', 'and', 'ucl']"
630,"Messi's commitment for Barcelona will always be 100% no matter the fake promises and heartbreaks by the board of this club.

This is loyalty.","['Messis', 'commitment', 'for', 'Barcelona', 'will', 'always', 'be', '100', '', 'no', 'matter', 'the', 'fake', 'promises', 'and', 'heartbreaks', 'by', 'the', 'board', 'of', 'this', 'club', '', 'This', 'is', 'loyalty', '']"
631,"@_Kay_RM @starsalki @destroooo_ @PSGhub @sport Messi did score when psg needed him the most. That is, against city and Leipzig. Can't say the same thing for Hazard. Let alone scoring, did he even play in those big games?😭😂😂","['KayRM', 'starsalki', 'destroooo', 'PSGhub', 'sport', 'Messi', 'did', 'score', 'when', 'psg', 'needed', 'him', 'the', 'most', '', 'That', 'is', '', 'against', 'city', 'and', 'Leipzig', '', 'Cant', 'say', 'the', 'same', 'thing', 'for', 'Hazard', '', 'Let', 'alone', 'scoring', '', 'did', 'he', 'even', 'play', 'in', 'those', 'big', 'games', '', '', '', '']"
632,"@nihinone @fandebarcelone5 @wnnabesocial @ReshadRahman_ @fansjavimiguel Bro they aren't dumb , after departure of messi if we get higher amount than rakuten I would personally wipe the ass of laporta every day","['nihinone', 'fandebarcelone5', 'wnnabesocial', 'ReshadRahman', 'fansjavimiguel', 'Bro', 'they', 'arent', 'dumb', '', 'after', 'departure', 'of', 'messi', 'if', 'we', 'get', 'higher', 'amount', 'than', 'rakuten', 'I', 'would', 'personally', 'wipe', 'the', 'ass', 'of', 'laporta', 'every', 'day']"
633,"@FrenkieSZN12 @MischiefRonnie @desigrizzly Lewandowski beat 2019 Messi to the calendar year top scorer btw, one of Messi’s best years","['FrenkieSZN12', 'MischiefRonnie', 'desigrizzly', 'Lewandowski', 'beat', '2019', 'Messi', 'to', 'the', 'calendar', 'year', 'top', 'scorer', 'btw', '', 'one', 'of', 'Messi', '', 's', 'best', 'years']"
634,@Magical__Messi So humble of him to think their are other great players except him but in reality their are none,"['MagicalMessi', 'So', 'humble', 'of', 'him', 'to', 'think', 'their', 'are', 'other', 'great', 'players', 'except', 'him', 'but', 'in', 'reality', 'their', 'are', 'none']"
635,@Leo_Stats Next do their la Liga seasons where messi scored 50 and I think Ronaldo scored 46 and when Ronaldo scored 48 and Messi scored 46,"['LeoStats', 'Next', 'do', 'their', 'la', 'Liga', 'seasons', 'where', 'messi', 'scored', '50', 'and', 'I', 'think', 'Ronaldo', 'scored', '46', 'and', 'when', 'Ronaldo', 'scored', '48', 'and', 'Messi', 'scored', '46']"
636,@_Kay_RM @_Leo_02 @destroooo_ @PSGhub @sport I literally don't understand that messi scorerd so much goal in la liga who is harder then how he still can't scored ligue 1 and scored goals in champions league,"['KayRM', 'Leo02', 'destroooo', 'PSGhub', 'sport', 'I', 'literally', 'dont', 'understand', 'that', 'messi', 'scorerd', 'so', 'much', 'goal', 'in', 'la', 'liga', 'who', 'is', 'harder', 'then', 'how', 'he', 'still', 'cant', 'scored', 'ligue', '1', 'and', 'scored', 'goals', 'in', 'champions', 'league']"
637,@AryanFCBFC So Messi FC cant stan Messi because they are disrespecting the club he loves and spent almost his entire footbl career at👍,"['AryanFCBFC', 'So', 'Messi', 'FC', 'cant', 'stan', 'Messi', 'because', 'they', 'are', 'disrespecting', 'the', 'club', 'he', 'loves', 'and', 'spent', 'almost', 'his', 'entire', 'footbl', 'career', 'at', '']"
638,"@Matt_Law_DT @Cristiano I love u man, undisputed  greatest player of all time . Messi ain't got shit on you!!","['MattLawDT', 'Cristiano', 'I', 'love', 'u', 'man', '', 'undisputed', 'greatest', 'player', 'of', 'all', 'time', '', 'Messi', 'aint', 'got', 'shit', 'on', 'you', '', '']"
639,@Plute93 Yeah definitely. I finally got Messi and he singlehandedly got me multiple wins from the CAM position,"['Plute93', 'Yeah', 'definitely', '', 'I', 'finally', 'got', 'Messi', 'and', 'he', 'singlehandedly', 'got', 'me', 'multiple', 'wins', 'from', 'the', 'CAM', 'position']"
640,Messi wants Barca return when he hangs up his boots https://t.co/hR8D4ZXkS6,"['Messi', 'wants', 'Barca', 'return', 'when', 'he', 'hangs', 'up', 'his', 'boots', '']"
641,@XaviTempo_ If someone had a 7 year plan he wouldn’t stutter and struggle during the electoral campaigns but hey he would’ve kept messi and got xavi in earlier!,"['XaviTempo', 'If', 'someone', 'had', 'a', '7', 'year', 'plan', 'he', 'wouldn', '', 't', 'stutter', 'and', 'struggle', 'during', 'the', 'electoral', 'campaigns', 'but', 'hey', 'he', 'would', '', 've', 'kept', 'messi', 'and', 'got', 'xavi', 'in', 'earlier', '']"
642,@THESMILYONE1 @ChaithuArts3 @Rohit__Messi Dn fb,"['THESMILYONE1', 'ChaithuArts3', 'RohitMessi', 'Dn', 'fb']"
643,"@samdoria13 @ESPNFC @victoronaimor @Diegojay Zlatan talks too much,the lad can't do more than what he knows how to do best except he wants the young boy to reach his plastic limit where he will not be able to play football again..Messi and cr7 got their elastic limit too, zlatan should calm down.","['samdoria13', 'ESPNFC', 'victoronaimor', 'Diegojay', 'Zlatan', 'talks', 'too', 'much', '', 'the', 'lad', 'cant', 'do', 'more', 'than', 'what', 'he', 'knows', 'how', 'to', 'do', 'best', 'except', 'he', 'wants', 'the', 'young', 'boy', 'to', 'reach', 'his', 'plastic', 'limit', 'where', 'he', 'will', 'not', 'be', 'able', 'to', 'play', 'football', 'again', '', 'Messi', 'and', 'cr7', 'got', 'their', 'elastic', 'limit', 'too', '', 'zlatan', 'should', 'calm', 'down', '']"
644,Messi is the  greatest player of all time  https://t.co/8ab7nHQUzN,"['Messi', 'is', 'the', 'greatest', 'player', 'of', 'all', 'time', '']"
645,"Lionel Messi:
 ""Everyday I think about what would have happened if we had won the 2014 World Cup final. Everything would be different for us. We deserved to win, but it didn't happen. The 2022 World Cup is this generation's last chance, we'll win it in 2022 or never."" https://t.co/dVS9UAY4ML","['Lionel', 'Messi', '', '', 'Everyday', 'I', 'think', 'about', 'what', 'would', 'have', 'happened', 'if', 'we', 'had', 'won', 'the', '2014', 'World', 'Cup', 'final', '', 'Everything', 'would', 'be', 'different', 'for', 'us', '', 'We', 'deserved', 'to', 'win', '', 'but', 'it', 'didnt', 'happen', '', 'The', '2022', 'World', 'Cup', 'is', 'this', 'generations', 'last', 'chance', '', 'well', 'win', 'it', 'in', '2022', 'or', 'never', '', '', '']"
646,They will win World Cup with their leader MESSI https://t.co/uBQB78oDtn,"['They', 'will', 'win', 'World', 'Cup', 'with', 'their', 'leader', 'MESSI', '']"
647,"@RobertonicaI The sooner you guys realize Messi fans are not Barca fans the better since last night they have been abusing pique and laporta, with laporta I can understand because it was dumb of him to suggest Messi okay for free even if is a joke but what has pique done?","['RobertonicaI', 'The', 'sooner', 'you', 'guys', 'realize', 'Messi', 'fans', 'are', 'not', 'Barca', 'fans', 'the', 'better', 'since', 'last', 'night', 'they', 'have', 'been', 'abusing', 'pique', 'and', 'laporta', '', 'with', 'laporta', 'I', 'can', 'understand', 'because', 'it', 'was', 'dumb', 'of', 'him', 'to', 'suggest', 'Messi', 'okay', 'for', 'free', 'even', 'if', 'is', 'a', 'joke', 'but', 'what', 'has', 'pique', 'done', '']"
648,"@Jay_Bancs @nana______g @dnyk__ I rustle your man make he go back to WhatsApp 😂😂😂😂😂

Dude is dying inside for all his bros to accept Messi as the  greatest player of all time 😂😂😂","['JayBancs', 'nanag', 'dnyk', 'I', 'rustle', 'your', 'man', 'make', 'he', 'go', 'back', 'to', 'WhatsApp', '', '', '', 'Dude', 'is', 'dying', 'inside', 'for', 'all', 'his', 'bros', 'to', 'accept', 'Messi', 'as', 'the', 'greatest', 'player', 'of', 'all', 'time', '', '', '']"
649,Follow @TMForever30 for more Lionel Messi content🍿 https://t.co/c9EBnHQFZf,"['Follow', 'TMForever30', 'for', 'more', 'Lionel', 'Messi', 'content', '', '']"
650,"@BarcaWorldwide I hate what laporta did to him.. to our legend, messi doesn't deserve to be treated like this. I hope messi will achieve his goals at PSG and comeback to his home barca soon.","['BarcaWorldwide', 'I', 'hate', 'what', 'laporta', 'did', 'to', 'him', '', 'to', 'our', 'legend', '', 'messi', 'doesnt', 'deserve', 'to', 'be', 'treated', 'like', 'this', '', 'I', 'hope', 'messi', 'will', 'achieve', 'his', 'goals', 'at', 'PSG', 'and', 'comeback', 'to', 'his', 'home', 'barca', 'soon', '']"
